image_path,y_min,x_max,y_max,x_min
test_images/kriti_dataset/18_and_above/25107.jpg,19,105,92,42
test_images/kriti_dataset/18_and_above/6000.jpg,25,84,89,41
test_images/kriti_dataset/18_and_above/28810.jpg,29,91,85,46
test_images/kriti_dataset/18_and_above/2489.jpg,16,95,95,37
test_images/kriti_dataset/18_and_above/8225.jpg,29,88,94,37
test_images/kriti_dataset/18_and_above/21785.jpg,24,91,99,32
test_images/kriti_dataset/18_and_above/12718.jpg,21,95,94,44
test_images/kriti_dataset/18_and_above/5264.jpg,22,95,94,36
test_images/kriti_dataset/18_and_above/11632.jpg,15,99,99,38
test_images/kriti_dataset/18_and_above/27694.jpg,20,98,100,40
test_images/kriti_dataset/18_and_above/4601.jpg,28,87,91,39
test_images/kriti_dataset/18_and_above/35520.jpg,12,95,101,33
test_images/kriti_dataset/18_and_above/118.jpg,15,82,93,23
test_images/kriti_dataset/18_and_above/37872.jpg,9,90,102,29
test_images/kriti_dataset/18_and_above/4466.jpg,20,81,91,21
test_images/kriti_dataset/18_and_above/12957.jpg,20,84,93,25
test_images/kriti_dataset/18_and_above/7103.jpg,20,90,90,43
test_images/kriti_dataset/18_and_above/2230.jpg,17,99,98,42
test_images/kriti_dataset/18_and_above/2494.jpg,15,89,97,28
test_images/kriti_dataset/18_and_above/14978.jpg,21,89,97,30
test_images/kriti_dataset/18_and_above/20254.jpg,21,91,94,29
test_images/kriti_dataset/18_and_above/29632.jpg,18,103,107,39
test_images/kriti_dataset/18_and_above/39637.jpg,17,92,98,28
test_images/kriti_dataset/18_and_above/30472.jpg,31,84,84,41
test_images/kriti_dataset/18_and_above/2860.jpg,14,91,89,37
test_images/kriti_dataset/18_and_above/4893.jpg,21,98,97,39
test_images/kriti_dataset/18_and_above/2817.jpg,23,85,94,32
test_images/kriti_dataset/18_and_above/34910.jpg,24,87,88,31
test_images/kriti_dataset/18_and_above/13312.jpg,17,94,93,33
test_images/kriti_dataset/18_and_above/8691.jpg,32,79,87,36
test_images/kriti_dataset/18_and_above/11184.jpg,20,91,94,42
test_images/kriti_dataset/18_and_above/30095.jpg,18,92,96,30
test_images/kriti_dataset/18_and_above/35704.jpg,24,97,99,35
test_images/kriti_dataset/18_and_above/25187.jpg,15,90,100,32
test_images/kriti_dataset/18_and_above/950.jpg,15,98,102,38
test_images/kriti_dataset/18_and_above/42522.jpg,21,88,95,31
test_images/kriti_dataset/18_and_above/16218.jpg,19,99,93,43
test_images/kriti_dataset/18_and_above/10585.jpg,22,90,94,36
test_images/kriti_dataset/18_and_above/3715.jpg,13,96,96,25
test_images/kriti_dataset/18_and_above/31808.jpg,14,90,99,30
test_images/kriti_dataset/18_and_above/44105.jpg,18,98,90,46
test_images/kriti_dataset/18_and_above/5057.jpg,19,89,93,36
test_images/kriti_dataset/18_and_above/43983.jpg,25,94,100,33
test_images/kriti_dataset/18_and_above/16568.jpg,25,85,94,35
test_images/kriti_dataset/18_and_above/31833.jpg,29,89,94,33
test_images/kriti_dataset/18_and_above/41052.jpg,18,95,94,41
test_images/kriti_dataset/18_and_above/42896.jpg,20,97,100,38
test_images/kriti_dataset/18_and_above/35731.jpg,21,90,96,32
test_images/kriti_dataset/18_and_above/35617.jpg,23,93,99,37
test_images/kriti_dataset/18_and_above/44596.jpg,27,89,94,38
test_images/kriti_dataset/18_and_above/35713.jpg,16,90,92,33
test_images/kriti_dataset/18_and_above/6581.jpg,21,96,101,36
test_images/kriti_dataset/18_and_above/27442.jpg,9,92,95,32
test_images/kriti_dataset/18_and_above/10628.jpg,17,94,91,39
test_images/kriti_dataset/18_and_above/7326.jpg,23,91,93,35
test_images/kriti_dataset/18_and_above/17743.jpg,22,94,94,39
test_images/kriti_dataset/18_and_above/3796.jpg,30,90,94,37
test_images/kriti_dataset/18_and_above/3796.jpg,108,127,126,111
test_images/kriti_dataset/18_and_above/4101.jpg,22,85,94,40
test_images/kriti_dataset/18_and_above/2497.jpg,20,91,101,37
test_images/kriti_dataset/18_and_above/2497.jpg,0,18,27,0
test_images/kriti_dataset/18_and_above/13166.jpg,17,96,97,39
test_images/kriti_dataset/18_and_above/39267.jpg,16,89,96,26
test_images/kriti_dataset/18_and_above/41989.jpg,16,91,100,27
test_images/kriti_dataset/18_and_above/37355.jpg,20,96,94,41
test_images/kriti_dataset/18_and_above/25463.jpg,20,91,97,34
test_images/kriti_dataset/18_and_above/4038.jpg,18,88,89,38
test_images/kriti_dataset/18_and_above/21209.jpg,24,85,96,32
test_images/kriti_dataset/18_and_above/37152.jpg,20,88,95,29
test_images/kriti_dataset/18_and_above/39711.jpg,19,85,95,30
test_images/kriti_dataset/18_and_above/7407.jpg,23,88,96,31
test_images/kriti_dataset/18_and_above/15742.jpg,14,96,96,30
test_images/kriti_dataset/18_and_above/34892.jpg,19,85,93,34
test_images/kriti_dataset/18_and_above/16565.jpg,16,88,98,27
test_images/kriti_dataset/18_and_above/19372.jpg,17,101,94,43
test_images/kriti_dataset/18_and_above/32006.jpg,16,93,99,32
test_images/kriti_dataset/18_and_above/16979.jpg,14,90,94,33
test_images/kriti_dataset/18_and_above/3666.jpg,25,90,99,37
test_images/kriti_dataset/18_and_above/36453.jpg,22,90,93,36
test_images/kriti_dataset/18_and_above/36453.jpg,60,126,91,103
test_images/kriti_dataset/18_and_above/38960.jpg,11,99,104,36
test_images/kriti_dataset/18_and_above/44547.jpg,24,92,97,13
test_images/kriti_dataset/18_and_above/41820.jpg,19,93,98,36
test_images/kriti_dataset/18_and_above/6389.jpg,21,93,96,37
test_images/kriti_dataset/18_and_above/24319.jpg,34,87,94,42
test_images/kriti_dataset/18_and_above/26073.jpg,15,101,99,41
test_images/kriti_dataset/18_and_above/9934.jpg,13,95,100,36
test_images/kriti_dataset/18_and_above/9923.jpg,20,87,102,27
test_images/kriti_dataset/18_and_above/13143.jpg,24,89,97,36
test_images/kriti_dataset/18_and_above/19366.jpg,20,96,100,32
test_images/kriti_dataset/18_and_above/21479.jpg,9,91,92,43
test_images/kriti_dataset/18_and_above/39719.jpg,20,89,95,30
test_images/kriti_dataset/18_and_above/37660.jpg,15,95,96,36
test_images/kriti_dataset/18_and_above/14776.jpg,13,104,111,31
test_images/kriti_dataset/18_and_above/936.jpg,25,92,103,28
test_images/kriti_dataset/18_and_above/936.jpg,51,118,100,84
test_images/kriti_dataset/18_and_above/20619.jpg,23,90,96,35
test_images/kriti_dataset/18_and_above/25461.jpg,22,90,96,37
test_images/kriti_dataset/18_and_above/4335.jpg,10,90,94,32
test_images/kriti_dataset/18_and_above/8062.jpg,23,92,93,36
test_images/kriti_dataset/18_and_above/16415.jpg,20,94,100,38
test_images/kriti_dataset/18_and_above/23232.jpg,12,100,100,39
test_images/kriti_dataset/18_and_above/39023.jpg,25,101,98,42
test_images/kriti_dataset/18_and_above/1564.jpg,15,98,94,39
test_images/kriti_dataset/18_and_above/15448.jpg,16,95,89,35
test_images/kriti_dataset/18_and_above/21306.jpg,24,92,101,30
test_images/kriti_dataset/18_and_above/30285.jpg,14,91,94,29
test_images/kriti_dataset/18_and_above/41879.jpg,26,88,93,35
test_images/kriti_dataset/18_and_above/37014.jpg,17,84,95,32
test_images/kriti_dataset/18_and_above/3522.jpg,10,93,94,36
test_images/kriti_dataset/18_and_above/5376.jpg,23,91,96,33
test_images/kriti_dataset/18_and_above/23280.jpg,24,89,89,43
test_images/kriti_dataset/18_and_above/9675.jpg,18,83,86,41
test_images/kriti_dataset/18_and_above/9434.jpg,33,91,97,38
test_images/kriti_dataset/18_and_above/6693.jpg,29,89,93,41
test_images/kriti_dataset/18_and_above/9404.jpg,22,89,99,35
test_images/kriti_dataset/18_and_above/28380.jpg,19,97,102,33
test_images/kriti_dataset/18_and_above/32280.jpg,26,91,88,43
test_images/kriti_dataset/18_and_above/32280.jpg,64,16,97,0
test_images/kriti_dataset/18_and_above/32280.jpg,77,116,95,105
test_images/kriti_dataset/18_and_above/8689.jpg,23,94,96,41
test_images/kriti_dataset/18_and_above/19604.jpg,20,92,98,36
test_images/kriti_dataset/18_and_above/20302.jpg,20,97,96,41
test_images/kriti_dataset/18_and_above/34417.jpg,18,97,93,38
test_images/kriti_dataset/18_and_above/41661.jpg,12,98,96,32
test_images/kriti_dataset/18_and_above/31917.jpg,22,94,101,41
test_images/kriti_dataset/18_and_above/7665.jpg,17,97,97,39
test_images/kriti_dataset/18_and_above/36008.jpg,17,84,92,35
test_images/kriti_dataset/18_and_above/22128.jpg,29,92,99,40
test_images/kriti_dataset/18_and_above/19397.jpg,23,92,104,35
test_images/kriti_dataset/18_and_above/36236.jpg,11,86,97,30
test_images/kriti_dataset/18_and_above/37840.jpg,20,91,96,29
test_images/kriti_dataset/18_and_above/20460.jpg,30,88,99,29
test_images/kriti_dataset/18_and_above/33566.jpg,35,82,92,42
test_images/kriti_dataset/18_and_above/33566.jpg,46,111,85,89
test_images/kriti_dataset/18_and_above/32862.jpg,24,83,93,31
test_images/kriti_dataset/18_and_above/32862.jpg,59,125,85,109
test_images/kriti_dataset/18_and_above/16303.jpg,17,86,89,32
test_images/kriti_dataset/18_and_above/10619.jpg,13,98,101,40
test_images/kriti_dataset/18_and_above/22910.jpg,16,84,94,30
test_images/kriti_dataset/18_and_above/18601.jpg,20,86,95,31
test_images/kriti_dataset/18_and_above/1044.jpg,29,83,91,35
test_images/kriti_dataset/18_and_above/8317.jpg,37,89,89,47
test_images/kriti_dataset/18_and_above/14480.jpg,29,91,93,39
test_images/kriti_dataset/18_and_above/31796.jpg,30,81,93,35
test_images/kriti_dataset/18_and_above/13755.jpg,20,90,94,33
test_images/kriti_dataset/18_and_above/27379.jpg,19,95,99,40
test_images/kriti_dataset/18_and_above/35517.jpg,16,89,96,32
test_images/kriti_dataset/18_and_above/31421.jpg,21,92,95,35
test_images/kriti_dataset/18_and_above/14389.jpg,16,99,98,28
test_images/kriti_dataset/18_and_above/25836.jpg,22,85,87,36
test_images/kriti_dataset/18_and_above/28775.jpg,28,87,98,34
test_images/kriti_dataset/18_and_above/28775.jpg,38,127,90,96
test_images/kriti_dataset/18_and_above/12299.jpg,26,86,97,31
test_images/kriti_dataset/18_and_above/12299.jpg,32,127,79,98
test_images/kriti_dataset/18_and_above/20554.jpg,20,91,103,31
test_images/kriti_dataset/18_and_above/6967.jpg,21,94,96,39
test_images/kriti_dataset/18_and_above/10942.jpg,23,88,102,29
test_images/kriti_dataset/18_and_above/36405.jpg,20,97,100,42
test_images/kriti_dataset/18_and_above/42885.jpg,11,96,98,37
test_images/kriti_dataset/18_and_above/677.jpg,21,97,94,39
test_images/kriti_dataset/18_and_above/13242.jpg,18,86,89,36
test_images/kriti_dataset/18_and_above/44150.jpg,20,96,98,38
test_images/kriti_dataset/18_and_above/24275.jpg,35,86,96,38
test_images/kriti_dataset/18_and_above/32869.jpg,19,98,93,42
test_images/kriti_dataset/18_and_above/3018.jpg,27,81,94,41
test_images/kriti_dataset/18_and_above/1906.jpg,18,96,94,38
test_images/kriti_dataset/18_and_above/19772.jpg,16,95,93,35
test_images/kriti_dataset/18_and_above/12661.jpg,21,85,93,31
test_images/kriti_dataset/18_and_above/1908.jpg,17,97,91,45
test_images/kriti_dataset/18_and_above/6187.jpg,17,89,94,31
test_images/kriti_dataset/18_and_above/7846.jpg,32,89,86,49
test_images/kriti_dataset/18_and_above/18764.jpg,34,84,94,39
test_images/kriti_dataset/18_and_above/36181.jpg,19,87,89,35
test_images/kriti_dataset/18_and_above/8297.jpg,22,85,98,30
test_images/kriti_dataset/18_and_above/24909.jpg,19,88,100,31
test_images/kriti_dataset/18_and_above/23625.jpg,24,95,99,39
test_images/kriti_dataset/18_and_above/8376.jpg,25,80,84,37
test_images/kriti_dataset/18_and_above/4344.jpg,20,93,96,39
test_images/kriti_dataset/18_and_above/9611.jpg,14,94,99,36
test_images/kriti_dataset/18_and_above/3222.jpg,19,87,96,30
test_images/kriti_dataset/18_and_above/41628.jpg,8,92,96,37
test_images/kriti_dataset/18_and_above/36602.jpg,15,88,101,25
test_images/kriti_dataset/18_and_above/6994.jpg,16,101,98,35
test_images/kriti_dataset/18_and_above/12494.jpg,12,96,95,40
test_images/kriti_dataset/18_and_above/35021.jpg,24,85,105,26
test_images/kriti_dataset/18_and_above/18866.jpg,24,95,124,44
test_images/kriti_dataset/18_and_above/23626.jpg,23,82,87,37
test_images/kriti_dataset/18_and_above/15779.jpg,22,93,90,41
test_images/kriti_dataset/18_and_above/12227.jpg,19,92,97,36
test_images/kriti_dataset/18_and_above/2744.jpg,22,90,92,41
test_images/kriti_dataset/18_and_above/29441.jpg,13,89,101,32
test_images/kriti_dataset/18_and_above/2706.jpg,38,84,91,49
test_images/kriti_dataset/18_and_above/30455.jpg,21,97,89,41
test_images/kriti_dataset/18_and_above/19429.jpg,17,93,98,35
test_images/kriti_dataset/18_and_above/44717.jpg,24,87,93,30
test_images/kriti_dataset/18_and_above/35318.jpg,22,96,104,34
test_images/kriti_dataset/18_and_above/9859.jpg,15,88,95,30
test_images/kriti_dataset/18_and_above/7142.jpg,15,84,95,32
test_images/kriti_dataset/18_and_above/39175.jpg,23,93,97,35
test_images/kriti_dataset/18_and_above/1290.jpg,25,87,88,33
test_images/kriti_dataset/18_and_above/31025.jpg,20,99,104,37
test_images/kriti_dataset/18_and_above/31025.jpg,50,26,104,0
test_images/kriti_dataset/18_and_above/17159.jpg,27,87,92,33
test_images/kriti_dataset/18_and_above/20898.jpg,18,90,97,32
test_images/kriti_dataset/18_and_above/32666.jpg,24,84,95,34
test_images/kriti_dataset/18_and_above/16944.jpg,18,89,99,31
test_images/kriti_dataset/18_and_above/21276.jpg,21,84,98,29
test_images/kriti_dataset/18_and_above/41103.jpg,22,89,97,30
test_images/kriti_dataset/18_and_above/23778.jpg,18,87,101,26
test_images/kriti_dataset/18_and_above/14902.jpg,19,89,94,32
test_images/kriti_dataset/18_and_above/13978.jpg,21,95,98,39
test_images/kriti_dataset/18_and_above/13978.jpg,16,127,40,113
test_images/kriti_dataset/18_and_above/40135.jpg,17,96,96,34
test_images/kriti_dataset/18_and_above/39132.jpg,24,86,95,32
test_images/kriti_dataset/18_and_above/11390.jpg,17,90,98,26
test_images/kriti_dataset/18_and_above/10270.jpg,15,96,104,38
test_images/kriti_dataset/18_and_above/23197.jpg,27,91,92,45
test_images/kriti_dataset/18_and_above/10455.jpg,23,94,99,38
test_images/kriti_dataset/18_and_above/16155.jpg,24,86,92,36
test_images/kriti_dataset/18_and_above/13286.jpg,20,96,97,40
test_images/kriti_dataset/18_and_above/34055.jpg,12,91,96,30
test_images/kriti_dataset/18_and_above/28237.jpg,17,101,97,40
test_images/kriti_dataset/18_and_above/42685.jpg,22,95,99,37
test_images/kriti_dataset/18_and_above/7132.jpg,7,84,101,37
test_images/kriti_dataset/18_and_above/18526.jpg,24,95,91,46
test_images/kriti_dataset/18_and_above/18526.jpg,56,14,83,0
test_images/kriti_dataset/18_and_above/117.jpg,22,91,98,35
test_images/kriti_dataset/18_and_above/9476.jpg,22,84,96,33
test_images/kriti_dataset/18_and_above/18713.jpg,23,90,100,32
test_images/kriti_dataset/18_and_above/2627.jpg,7,87,107,34
test_images/kriti_dataset/18_and_above/11869.jpg,18,90,95,31
test_images/kriti_dataset/18_and_above/17047.jpg,27,88,95,36
test_images/kriti_dataset/18_and_above/40363.jpg,17,94,96,33
test_images/kriti_dataset/18_and_above/26870.jpg,13,83,92,28
test_images/kriti_dataset/18_and_above/3759.jpg,33,84,80,46
test_images/kriti_dataset/18_and_above/43530.jpg,8,93,95,33
test_images/kriti_dataset/18_and_above/18382.jpg,15,93,96,32
test_images/kriti_dataset/18_and_above/18008.jpg,16,88,92,34
test_images/kriti_dataset/18_and_above/14644.jpg,20,89,92,36
test_images/kriti_dataset/18_and_above/17849.jpg,20,95,94,38
test_images/kriti_dataset/18_and_above/39073.jpg,27,95,99,44
test_images/kriti_dataset/18_and_above/28878.jpg,18,92,91,34
test_images/kriti_dataset/18_and_above/8599.jpg,12,85,91,29
test_images/kriti_dataset/18_and_above/6087.jpg,13,93,104,32
test_images/kriti_dataset/18_and_above/14119.jpg,23,81,87,32
test_images/kriti_dataset/18_and_above/19592.jpg,20,94,97,37
test_images/kriti_dataset/18_and_above/24128.jpg,16,95,100,34
test_images/kriti_dataset/18_and_above/15022.jpg,30,89,86,48
test_images/kriti_dataset/18_and_above/239.jpg,24,84,84,46
test_images/kriti_dataset/18_and_above/29455.jpg,10,90,94,32
test_images/kriti_dataset/18_and_above/5900.jpg,25,86,97,31
test_images/kriti_dataset/18_and_above/14136.jpg,18,97,103,35
test_images/kriti_dataset/18_and_above/31284.jpg,16,97,98,38
test_images/kriti_dataset/18_and_above/16181.jpg,21,90,100,29
test_images/kriti_dataset/18_and_above/10309.jpg,18,97,101,34
test_images/kriti_dataset/18_and_above/38081.jpg,19,87,95,37
test_images/kriti_dataset/18_and_above/15076.jpg,19,96,94,38
test_images/kriti_dataset/18_and_above/22629.jpg,25,86,96,31
test_images/kriti_dataset/18_and_above/6246.jpg,18,90,98,30
test_images/kriti_dataset/18_and_above/41983.jpg,22,92,95,31
test_images/kriti_dataset/18_and_above/5644.jpg,30,91,85,46
test_images/kriti_dataset/18_and_above/7314.jpg,23,97,96,44
test_images/kriti_dataset/18_and_above/42850.jpg,20,91,96,36
test_images/kriti_dataset/18_and_above/40043.jpg,24,89,95,34
test_images/kriti_dataset/18_and_above/28996.jpg,19,93,92,39
test_images/kriti_dataset/18_and_above/15846.jpg,21,87,98,30
test_images/kriti_dataset/18_and_above/14177.jpg,16,92,91,34
test_images/kriti_dataset/18_and_above/18760.jpg,12,96,97,37
test_images/kriti_dataset/18_and_above/41321.jpg,27,87,96,35
test_images/kriti_dataset/18_and_above/20848.jpg,13,98,95,38
test_images/kriti_dataset/18_and_above/34449.jpg,24,88,91,41
test_images/kriti_dataset/18_and_above/16583.jpg,24,86,89,41
test_images/kriti_dataset/18_and_above/1350.jpg,15,97,94,38
test_images/kriti_dataset/18_and_above/29362.jpg,18,97,103,38
test_images/kriti_dataset/18_and_above/38039.jpg,19,89,92,39
test_images/kriti_dataset/18_and_above/12141.jpg,19,96,93,42
test_images/kriti_dataset/18_and_above/7606.jpg,22,83,87,40
test_images/kriti_dataset/18_and_above/30467.jpg,19,85,95,30
test_images/kriti_dataset/18_and_above/4808.jpg,18,89,89,35
test_images/kriti_dataset/18_and_above/39084.jpg,20,95,94,39
test_images/kriti_dataset/18_and_above/39540.jpg,21,90,87,42
test_images/kriti_dataset/18_and_above/31094.jpg,26,92,94,35
test_images/kriti_dataset/18_and_above/40553.jpg,21,89,90,36
test_images/kriti_dataset/18_and_above/14434.jpg,10,91,97,32
test_images/kriti_dataset/18_and_above/9809.jpg,20,98,99,42
test_images/kriti_dataset/18_and_above/29310.jpg,26,90,92,42
test_images/kriti_dataset/18_and_above/39197.jpg,20,91,96,34
test_images/kriti_dataset/18_and_above/4928.jpg,27,96,94,33
test_images/kriti_dataset/18_and_above/21739.jpg,23,93,98,42
