face_image_path,classification_label
test_images/all_lfw/Deece_Eckstein_0001.jpg,2
test_images/all_lfw/Christine_Ebersole_0002.jpg,2
test_images/all_lfw/Matt_Walters_0001.jpg,2
test_images/all_lfw/Jiang_Zemin_0013.jpg,1
test_images/all_lfw/George_W_Bush_0066.jpg,2
test_images/all_lfw/Julianne_Moore_0001.jpg,2
test_images/all_lfw/Carlos_Menem_0020.jpg,2
test_images/all_lfw/Jan_Peter_Balkenende_0001.jpg,2
test_images/all_lfw/Arlen_Specter_0001.jpg,2
test_images/all_lfw/Mamdouh_Habib_0001.jpg,2
test_images/all_lfw/Alvaro_Uribe_0002.jpg,2
test_images/all_lfw/Herman_Edwards_0001.jpg,2
test_images/all_lfw/Bono_0002.jpg,1
test_images/all_lfw/Roman_Polanski_0006.jpg,2
test_images/all_lfw/Kirsten_Dunst_0001.jpg,2
test_images/all_lfw/Rhett_Warrener_0001.jpg,2
test_images/all_lfw/Mike_Tyson_0003.jpg,2
test_images/all_lfw/Dick_Cheney_0010.jpg,2
test_images/all_lfw/George_Lopez_0005.jpg,2
test_images/all_lfw/Andre_Agassi_0026.jpg,1
test_images/all_lfw/Jacques_Chirac_0012.jpg,2
test_images/all_lfw/Wolfgang_Clement_0001.jpg,2
test_images/all_lfw/Miranda_Gaddis_0001.jpg,1
test_images/all_lfw/Tony_Blair_0141.jpg,2
test_images/all_lfw/Chip_Burrus_0001.jpg,2
test_images/all_lfw/George_W_Bush_0051.jpg,2
test_images/all_lfw/Pedro_Velasquez_0001.jpg,2
test_images/all_lfw/Ricardo_Lagos_0004.jpg,1
test_images/all_lfw/Naomi_Watts_0019.jpg,2
test_images/all_lfw/Roger_Winter_0001.jpg,2
test_images/all_lfw/Lee_Soo-hyuck_0002.jpg,2
test_images/all_lfw/Yves_Brodeur_0001.jpg,1
test_images/all_lfw/Serena_Williams_0008.jpg,2
test_images/all_lfw/Bernard_Landry_0001.jpg,2
test_images/all_lfw/Jennifer_Lopez_0001.jpg,1
test_images/all_lfw/Ken_Watanabe_0001.jpg,2
test_images/all_lfw/Hugo_Chavez_0027.jpg,1
test_images/all_lfw/Hu_Jintao_0013.jpg,2
test_images/all_lfw/Kofi_Annan_0004.jpg,2
test_images/all_lfw/Matthew_Broderick_0002.jpg,2
test_images/all_lfw/Michael_Jackson_0009.jpg,2
test_images/all_lfw/Pamela_Anderson_0002.jpg,2
test_images/all_lfw/John_Lennon_0001.jpg,1
test_images/all_lfw/Sophia_Loren_0001.jpg,2
test_images/all_lfw/Ariel_Sharon_0007.jpg,2
test_images/all_lfw/Recep_Tayyip_Erdogan_0009.jpg,2
test_images/all_lfw/Rosalyn_Carter_0001.jpg,2
test_images/all_lfw/Jean_Chretien_0054.jpg,2
test_images/all_lfw/Carol_Moseley_Braun_0002.jpg,1
test_images/all_lfw/Jeb_Bush_0012.jpg,2
test_images/all_lfw/Lleyton_Hewitt_0007.jpg,2
test_images/all_lfw/Harvey_Fierstein_0001.jpg,2
test_images/all_lfw/Zhang_Yimou_0001.jpg,2
test_images/all_lfw/Halle_Berry_0004.jpg,0
test_images/all_lfw/Yoshiyuki_Kamei_0001.jpg,2
test_images/all_lfw/Pedro_Almodovar_0003.jpg,2
test_images/all_lfw/Tom_Reilly_0001.jpg,2
test_images/all_lfw/Roy_Williams_0003.jpg,2
test_images/all_lfw/Alvaro_Uribe_0030.jpg,2
test_images/all_lfw/Amber_Frey_0001.jpg,2
test_images/all_lfw/Oprah_Winfrey_0003.jpg,2
test_images/all_lfw/Tono_Suratman_0001.jpg,2
test_images/all_lfw/Colin_Powell_0019.jpg,2
test_images/all_lfw/Ray_Lewis_0001.jpg,2
test_images/all_lfw/Frank_Pallone_0001.jpg,2
test_images/all_lfw/Gerhard_Schroeder_0018.jpg,2
test_images/all_lfw/Elizabeth_Shue_0001.jpg,2
test_images/all_lfw/Tony_Blair_0090.jpg,2
test_images/all_lfw/Toshimitsu_Motegi_0001.jpg,2
test_images/all_lfw/George_W_Bush_0229.jpg,2
test_images/all_lfw/Philippe_Noiret_0001.jpg,2
test_images/all_lfw/Freddy_Vasques_Kinchokpe_0001.jpg,2
test_images/all_lfw/Laura_Gobai_0001.jpg,2
test_images/all_lfw/Ricardo_Lagos_0015.jpg,2
test_images/all_lfw/Lucie_Lapovsky_0001.jpg,2
test_images/all_lfw/Ali_Naimi_0001.jpg,2
test_images/all_lfw/David_Anderson_0004.jpg,2
test_images/all_lfw/Tim_Robbins_0002.jpg,2
test_images/all_lfw/George_W_Bush_0042.jpg,2
test_images/all_lfw/Paul_Wellstone_0002.jpg,2
test_images/all_lfw/Norbert_van_Heyst_0001.jpg,2
test_images/all_lfw/Joschka_Fischer_0008.jpg,2
test_images/all_lfw/George_W_Bush_0428.jpg,2
test_images/all_lfw/Bruce_Paltrow_0001.jpg,2
test_images/all_lfw/Richard_Myers_0007.jpg,2
test_images/all_lfw/Prince_Charles_0003.jpg,2
test_images/all_lfw/Mike_Duke_0001.jpg,2
test_images/all_lfw/Thomas_Fargo_0004.jpg,2
test_images/all_lfw/Larry_Pleau_0001.jpg,2
test_images/all_lfw/Taha_Yassin_Ramadan_0007.jpg,2
test_images/all_lfw/Edwina_Currie_0002.jpg,2
test_images/all_lfw/Baz_Luhrmann_0001.jpg,2
test_images/all_lfw/Colin_Powell_0036.jpg,2
test_images/all_lfw/Silvan_Shalom_0005.jpg,2
test_images/all_lfw/Russ_Ortiz_0001.jpg,2
test_images/all_lfw/Nancy_Sinatra_0002.jpg,2
test_images/all_lfw/James_Hoffa_0001.jpg,2
test_images/all_lfw/Alastair_Campbell_0003.jpg,2
test_images/all_lfw/Janet_Napolitano_0004.jpg,2
test_images/all_lfw/Richard_Virenque_0002.jpg,2
test_images/all_lfw/Rupert_Grint_0002.jpg,0
test_images/all_lfw/George_HW_Bush_0004.jpg,2
test_images/all_lfw/Gordana_Grubin_0001.jpg,1
test_images/all_lfw/Jorge_Rodolfo_Canicoba_Corral_0001.jpg,2
test_images/all_lfw/Islam_Karimov_0001.jpg,2
test_images/all_lfw/Paul_Burrell_0007.jpg,2
test_images/all_lfw/Paul_Pierce_0002.jpg,2
test_images/all_lfw/Nicholoas_DiMarzio_0001.jpg,2
test_images/all_lfw/Boris_Becker_0005.jpg,2
test_images/all_lfw/Robert_De_Niro_0003.jpg,2
test_images/all_lfw/Jimmy_Szymanski_0001.jpg,2
test_images/all_lfw/Abdullah_0001.jpg,2
test_images/all_lfw/Peter_OToole_0001.jpg,2
test_images/all_lfw/Pete_Sampras_0005.jpg,2
test_images/all_lfw/Jorge_Batlle_0003.jpg,2
test_images/all_lfw/John_Ashcroft_0017.jpg,1
test_images/all_lfw/Geraldine_Chaplin_0004.jpg,1
test_images/all_lfw/Donald_Rumsfeld_0101.jpg,2
test_images/all_lfw/Jonathan_Tiomkin_0001.jpg,1
test_images/all_lfw/Pierce_Brosnan_0004.jpg,2
test_images/all_lfw/George_W_Bush_0220.jpg,2
test_images/all_lfw/Paul_Henderson_0001.jpg,2
test_images/all_lfw/Cesar_Gaviria_0001.jpg,2
test_images/all_lfw/LeBron_James_0005.jpg,1
test_images/all_lfw/Britney_Spears_0006.jpg,1
test_images/all_lfw/Pierce_Brosnan_0014.jpg,2
test_images/all_lfw/Patricia_Phillips_0001.jpg,2
test_images/all_lfw/Aly_Wagner_0001.jpg,1
test_images/all_lfw/Imran_Khan_0001.jpg,2
test_images/all_lfw/Rosemarie_Stack_0001.jpg,2
test_images/all_lfw/Jon_Voight_0003.jpg,2
test_images/all_lfw/Ilan_Ramon_0002.jpg,2
test_images/all_lfw/Martha_Stewart_0001.jpg,1
test_images/all_lfw/Katherine_Harris_0002.jpg,1
test_images/all_lfw/Luis_Figo_0001.jpg,2
test_images/all_lfw/Lance_Armstrong_0012.jpg,2
test_images/all_lfw/Tommy_Franks_0005.jpg,2
test_images/all_lfw/Sean_Penn_0002.jpg,2
test_images/all_lfw/Zach_Pillar_0001.jpg,2
test_images/all_lfw/Patsy_Hardy_0001.jpg,2
test_images/all_lfw/Latrell_Sprewell_0002.jpg,1
test_images/all_lfw/Tim_Duncan_0002.jpg,2
test_images/all_lfw/Bryan_Chui_0001.jpg,1
test_images/all_lfw/Edmund_Stoiber_0008.jpg,2
test_images/all_lfw/Rick_Wagoner_0002.jpg,2
test_images/all_lfw/Jennifer_Capriati_0009.jpg,2
test_images/all_lfw/Tony_Blair_0083.jpg,2
test_images/all_lfw/Sam_Bith_0001.jpg,2
test_images/all_lfw/Tom_Daschle_0025.jpg,2
test_images/all_lfw/Hedayat_Amin_Arsala_0001.jpg,2
test_images/all_lfw/Milo_Maestrecampo_0001.jpg,2
test_images/all_lfw/Gerhard_Schroeder_0002.jpg,2
test_images/all_lfw/Myung_Yang_0001.jpg,2
test_images/all_lfw/Sheryl_Crow_0005.jpg,2
test_images/all_lfw/Hu_Jintao_0002.jpg,2
test_images/all_lfw/Patrick_Rafter_0001.jpg,2
test_images/all_lfw/Sean_OKeefe_0001.jpg,2
test_images/all_lfw/Rita_Grande_0003.jpg,2
test_images/all_lfw/Cathy_Cunningham_0001.jpg,2
test_images/all_lfw/Megawati_Sukarnoputri_0018.jpg,2
test_images/all_lfw/Randy_Johnson_0001.jpg,2
test_images/all_lfw/Jacques_Chirac_0047.jpg,2
test_images/all_lfw/Chris_Cirino_0001.jpg,2
test_images/all_lfw/George_W_Bush_0064.jpg,1
test_images/all_lfw/Franco_Dragone_0002.jpg,2
test_images/all_lfw/Teruaki_Masumoto_0001.jpg,2
test_images/all_lfw/Colin_Powell_0174.jpg,2
test_images/all_lfw/David_Howard_0001.jpg,2
test_images/all_lfw/Carson_Daly_0002.jpg,2
test_images/all_lfw/Allyson_Felix_0005.jpg,1
test_images/all_lfw/Randy_Dryer_0001.jpg,2
test_images/all_lfw/Silvio_Berlusconi_0009.jpg,1
test_images/all_lfw/Fernando_Henrique_Cardoso_0002.jpg,2
test_images/all_lfw/Joseph_Kabila_0001.jpg,2
test_images/all_lfw/Steve_Backley_0002.jpg,2
test_images/all_lfw/Ridley_Scott_0001.jpg,2
test_images/all_lfw/Wayne_Brady_0001.jpg,1
test_images/all_lfw/Brooke_Shields_0002.jpg,2
test_images/all_lfw/Kim_Ryong-sung_0002.jpg,2
test_images/all_lfw/Dan_Ackroyd_0001.jpg,2
test_images/all_lfw/Owen_Nolan_0001.jpg,2
test_images/all_lfw/Paul_Clark_0001.jpg,2
test_images/all_lfw/Gloria_Macapagal_Arroyo_0031.jpg,1
test_images/all_lfw/Sarah_Michelle_Gellar_0002.jpg,2
test_images/all_lfw/Enrique_Bolanos_0005.jpg,2
test_images/all_lfw/Anne_McLellan_0003.jpg,2
test_images/all_lfw/Sheryl_Crow_0001.jpg,1
test_images/all_lfw/Emmanuelle_Beart_0001.jpg,2
test_images/all_lfw/Angelina_Jolie_0005.jpg,1
test_images/all_lfw/Angela_Merkel_0003.jpg,2
test_images/all_lfw/Kathryn_Tucker_0001.jpg,2
test_images/all_lfw/Patrick_Ewing_0001.jpg,1
test_images/all_lfw/Sonya_Walger_0001.jpg,2
test_images/all_lfw/George_W_Bush_0256.jpg,2
test_images/all_lfw/Zach_Parise_0001.jpg,2
test_images/all_lfw/Abdullatif_Sener_0001.jpg,2
test_images/all_lfw/Julianne_Moore_0006.jpg,2
test_images/all_lfw/Alexandra_Vodjanikova_0002.jpg,1
test_images/all_lfw/Hamid_Karzai_0005.jpg,2
test_images/all_lfw/Vladimir_Putin_0049.jpg,2
test_images/all_lfw/Tony_Blair_0058.jpg,2
test_images/all_lfw/Mikhail_Gorbachev_0001.jpg,2
test_images/all_lfw/Qian_Qichen_0001.jpg,2
test_images/all_lfw/Magdalena_Maleeva_0002.jpg,0
test_images/all_lfw/Igor_Ivanov_0020.jpg,2
test_images/all_lfw/George_W_Bush_0068.jpg,1
test_images/all_lfw/Silvio_Berlusconi_0026.jpg,2
test_images/all_lfw/Sara_Silverman_0001.jpg,2
test_images/all_lfw/Cole_Chapman_0001.jpg,0
test_images/all_lfw/Tony_Blair_0099.jpg,2
test_images/all_lfw/Elizabeth_Dole_0002.jpg,0
test_images/all_lfw/Peter_Arnett_0002.jpg,2
test_images/all_lfw/George_W_Bush_0394.jpg,2
test_images/all_lfw/Robert_Kipkoech_Cheruiyot_0001.jpg,1
test_images/all_lfw/Don_Meredith_0001.jpg,2
test_images/all_lfw/Igor_Ivanov_0013.jpg,2
test_images/all_lfw/Kristanna_Loken_0001.jpg,2
test_images/all_lfw/Keith_Lockhart_0001.jpg,2
test_images/all_lfw/Greg_Gilbert_0001.jpg,2
test_images/all_lfw/Eric_Wedge_0001.jpg,2
test_images/all_lfw/Frank_Sinatra_0001.jpg,2
test_images/all_lfw/Hosni_Mubarak_0001.jpg,2
test_images/all_lfw/Rick_Perry_0006.jpg,2
test_images/all_lfw/George_W_Bush_0522.jpg,2
test_images/all_lfw/Arthur_Martinez_0001.jpg,2
test_images/all_lfw/Matt_Damon_0002.jpg,2
test_images/all_lfw/Tom_Ridge_0030.jpg,2
test_images/all_lfw/William_Ford_Jr_0003.jpg,2
test_images/all_lfw/Daryl_Sabara_0001.jpg,1
test_images/all_lfw/Colin_Powell_0114.jpg,2
test_images/all_lfw/Kim_Clijsters_0002.jpg,1
test_images/all_lfw/Gary_Williams_0001.jpg,2
test_images/all_lfw/Mariana_Pollack_0002.jpg,2
test_images/all_lfw/Cecilia_Chang_0001.jpg,2
test_images/all_lfw/Christine_Todd_Whitman_0005.jpg,1
test_images/all_lfw/Marco_Antonio_Barrera_0002.jpg,2
test_images/all_lfw/Ariel_Sharon_0002.jpg,2
test_images/all_lfw/Jennifer_Garner_0010.jpg,2
test_images/all_lfw/Julie_Andrews_0001.jpg,2
test_images/all_lfw/Margie_Puente_0001.jpg,2
test_images/all_lfw/Zinedine_Zidane_0003.jpg,2
test_images/all_lfw/Hee-Won_Han_0003.jpg,2
test_images/all_lfw/Gerald_Fitch_0001.jpg,2
test_images/all_lfw/Robert_Weitzel_0001.jpg,2
test_images/all_lfw/John_Allen_Muhammad_0011.jpg,2
test_images/all_lfw/Kathleen_Kennedy_Townsend_0001.jpg,2
test_images/all_lfw/Robert_Ehrlich_0001.jpg,2
test_images/all_lfw/Gerhard_Schroeder_0073.jpg,2
test_images/all_lfw/Javier_Solana_0002.jpg,2
test_images/all_lfw/Jean_Chretien_0012.jpg,2
test_images/all_lfw/Colin_Powell_0065.jpg,2
test_images/all_lfw/Candice_Bergen_0001.jpg,2
test_images/all_lfw/Scott_Hubbard_0001.jpg,2
test_images/all_lfw/James_Roberts_0001.jpg,2
test_images/all_lfw/Darren_Clarke_0002.jpg,2
test_images/all_lfw/George_W_Bush_0262.jpg,2
test_images/all_lfw/Eduardo_Duhalde_0013.jpg,2
test_images/all_lfw/John_Ashcroft_0004.jpg,2
test_images/all_lfw/Paula_Radcliffe_0003.jpg,1
test_images/all_lfw/Hugo_Chavez_0051.jpg,2
test_images/all_lfw/Steve_Cutler_0001.jpg,2
test_images/all_lfw/Bruna_Colosio_0001.jpg,2
test_images/all_lfw/John_Ashcroft_0008.jpg,2
test_images/all_lfw/Saddam_Hussein_0023.jpg,2
test_images/all_lfw/Teri_Files_0001.jpg,0
test_images/all_lfw/Gloria_Trevi_0004.jpg,1
test_images/all_lfw/Heizo_Takenaka_0003.jpg,2
test_images/all_lfw/Jean_Charest_0009.jpg,2
test_images/all_lfw/Desiree_McKenzie_0001.jpg,0
test_images/all_lfw/Petria_Thomas_0003.jpg,2
test_images/all_lfw/Colin_Powell_0031.jpg,2
test_images/all_lfw/George_W_Bush_0497.jpg,0
test_images/all_lfw/Rodrigo_Borja_0001.jpg,2
test_images/all_lfw/Nicole_Kidman_0010.jpg,2
test_images/all_lfw/Jean-David_Levitte_0005.jpg,2
test_images/all_lfw/Tony_Blair_0096.jpg,2
test_images/all_lfw/Monica_Bellucci_0004.jpg,1
test_images/all_lfw/Christine_Arron_0001.jpg,2
test_images/all_lfw/Alastair_Campbell_0001.jpg,2
test_images/all_lfw/Pat_Burns_0001.jpg,2
test_images/all_lfw/Pedro_Malan_0003.jpg,2
test_images/all_lfw/John_Ashcroft_0016.jpg,1
test_images/all_lfw/Alvaro_Uribe_0020.jpg,2
test_images/all_lfw/Eddie_Lewis_0001.jpg,2
test_images/all_lfw/Linda_Ham_0001.jpg,1
test_images/all_lfw/John_Manley_0006.jpg,2
test_images/all_lfw/Amelie_Mauresmo_0020.jpg,2
test_images/all_lfw/James_Meredeth_0001.jpg,2
test_images/all_lfw/John_Howard_0008.jpg,2
test_images/all_lfw/Tommy_Lewis_0001.jpg,1
test_images/all_lfw/Barry_Ford_0001.jpg,2
test_images/all_lfw/Tom_Ridge_0016.jpg,2
test_images/all_lfw/Bill_Frist_0008.jpg,2
test_images/all_lfw/Ed_Case_0001.jpg,2
test_images/all_lfw/Bill_Gates_0017.jpg,2
test_images/all_lfw/Angelina_Jolie_0009.jpg,2
test_images/all_lfw/Ben_Howland_0003.jpg,2
test_images/all_lfw/Tony_Blair_0056.jpg,2
test_images/all_lfw/Paul_Sarbanes_0002.jpg,2
test_images/all_lfw/Colin_Montgomerie_0004.jpg,2
test_images/all_lfw/Hillary_Clinton_0007.jpg,2
test_images/all_lfw/Hosni_Mubarak_0006.jpg,2
test_images/all_lfw/Tiger_Woods_0021.jpg,2
test_images/all_lfw/George_W_Bush_0483.jpg,2
test_images/all_lfw/Xanana_Gusmao_0002.jpg,2
test_images/all_lfw/Jude_Law_0001.jpg,2
test_images/all_lfw/Ray_Morrough_0001.jpg,2
test_images/all_lfw/Corinne_Coman_0001.jpg,2
test_images/all_lfw/Gordon_Brown_0010.jpg,2
test_images/all_lfw/David_Kelley_0001.jpg,2
test_images/all_lfw/Michelle_Collins_0001.jpg,2
test_images/all_lfw/Carlos_Moya_0006.jpg,2
test_images/all_lfw/Paula_Zahn_0002.jpg,2
test_images/all_lfw/Roger_Daltrey_0001.jpg,2
test_images/all_lfw/Eladio_Larez_0001.jpg,2
test_images/all_lfw/Thabo_Mbeki_0002.jpg,2
test_images/all_lfw/Bruce_Willis_0001.jpg,2
test_images/all_lfw/Nancy_Humbert_0001.jpg,2
test_images/all_lfw/Candace_Sutton_0001.jpg,0
test_images/all_lfw/Larry_Bowa_0001.jpg,2
test_images/all_lfw/Colin_Powell_0236.jpg,2
test_images/all_lfw/Lloyd_Mudiwa_0001.jpg,1
test_images/all_lfw/Saeed_Mortazavi_0001.jpg,2
test_images/all_lfw/Paul_Bremer_0002.jpg,2
test_images/all_lfw/Paul_Wolfowitz_0002.jpg,1
test_images/all_lfw/Nicanor_Duarte_Frutos_0008.jpg,2
test_images/all_lfw/John_Velazquez_0001.jpg,2
test_images/all_lfw/Monica_Lewinsky_0001.jpg,2
test_images/all_lfw/Tony_Blair_0003.jpg,2
test_images/all_lfw/Victoria_Clarke_0005.jpg,2
test_images/all_lfw/Adolfo_Aguilar_Zinser_0002.jpg,2
test_images/all_lfw/John_Ashcroft_0011.jpg,2
test_images/all_lfw/Ben_Curtis_0002.jpg,2
test_images/all_lfw/Thomas_Scavone_0001.jpg,2
test_images/all_lfw/Pascal_Quignard_0001.jpg,2
test_images/all_lfw/Monica_Seles_0006.jpg,2
test_images/all_lfw/James_Franco_0001.jpg,2
test_images/all_lfw/Alejandro_Avila_0002.jpg,2
test_images/all_lfw/Shinzo_Abe_0001.jpg,2
test_images/all_lfw/Wallace_Capel_0001.jpg,2
test_images/all_lfw/Naoto_Kan_0002.jpg,2
test_images/all_lfw/Stockard_Channing_0002.jpg,2
test_images/all_lfw/Carla_Gugino_0001.jpg,2
test_images/all_lfw/Colin_Powell_0044.jpg,2
test_images/all_lfw/Joschka_Fischer_0012.jpg,2
test_images/all_lfw/Rick_Romley_0002.jpg,2
test_images/all_lfw/Michael_Moore_0001.jpg,2
test_images/all_lfw/Rob_Lowe_0001.jpg,2
test_images/all_lfw/Margaret_Thatcher_0002.jpg,1
test_images/all_lfw/David_Beckham_0025.jpg,2
test_images/all_lfw/Roger_Cook_0001.jpg,2
test_images/all_lfw/Jeffrey_Immelt_0002.jpg,2
test_images/all_lfw/Diana_Munz_0003.jpg,1
test_images/all_lfw/Surakait_Sathirathai_0001.jpg,2
test_images/all_lfw/James_Blake_0006.jpg,2
test_images/all_lfw/Martha_Lucia_Ramirez_0003.jpg,2
test_images/all_lfw/Dominique_Perben_0001.jpg,1
test_images/all_lfw/David_Trimble_0001.jpg,2
test_images/all_lfw/Ahmed_Chalabi_0004.jpg,2
test_images/all_lfw/Ariel_Sharon_0023.jpg,2
test_images/all_lfw/Naji_Sabri_0007.jpg,2
test_images/all_lfw/Jennifer_Garner_0004.jpg,2
test_images/all_lfw/David_Wells_0006.jpg,2
test_images/all_lfw/Jeremy_Wotherspoon_0001.jpg,2
test_images/all_lfw/Chris_Kolanas_0001.jpg,1
test_images/all_lfw/Goldie_Hawn_0005.jpg,2
test_images/all_lfw/Natalya_Sazanovich_0001.jpg,2
test_images/all_lfw/John_Kerry_0014.jpg,2
test_images/all_lfw/Malcolm_Wild_0001.jpg,2
test_images/all_lfw/King_Abdullah_II_0002.jpg,2
test_images/all_lfw/Peter_Struck_0003.jpg,2
test_images/all_lfw/Gao_Qiang_0002.jpg,2
test_images/all_lfw/Li_Zhaoxing_0002.jpg,2
test_images/all_lfw/Jeff_Van_Gundy_0002.jpg,2
test_images/all_lfw/Kenenisa_Bekele_0001.jpg,2
test_images/all_lfw/Amelie_Mauresmo_0014.jpg,2
test_images/all_lfw/Basdeo_Panday_0001.jpg,2
test_images/all_lfw/Pete_Sampras_0003.jpg,1
test_images/all_lfw/Xavier_Malisse_0004.jpg,2
test_images/all_lfw/Tony_Blair_0027.jpg,1
test_images/all_lfw/Hugh_Grant_0005.jpg,2
test_images/all_lfw/Jean_Chretien_0044.jpg,2
test_images/all_lfw/Paul_ONeill_0007.jpg,2
test_images/all_lfw/JJ_Redick_0001.jpg,2
test_images/all_lfw/Alejandro_Toledo_0007.jpg,2
test_images/all_lfw/Leonard_Hamilton_0001.jpg,2
test_images/all_lfw/George_W_Bush_0032.jpg,1
test_images/all_lfw/Jose_Dirceu_0002.jpg,2
test_images/all_lfw/Yang_Jianli_0001.jpg,2
test_images/all_lfw/Allyson_Felix_0001.jpg,2
test_images/all_lfw/Mario_Lemieux_0001.jpg,2
test_images/all_lfw/Tomas_Enge_0001.jpg,1
test_images/all_lfw/Marcos_Daniel_Jimenez_0001.jpg,2
test_images/all_lfw/Norodom_Chakrapong_0001.jpg,2
test_images/all_lfw/Nicola_Bono_0001.jpg,2
test_images/all_lfw/Beyonce_Knowles_0001.jpg,1
test_images/all_lfw/John_Howard_0003.jpg,2
test_images/all_lfw/Vicente_Fox_0027.jpg,2
test_images/all_lfw/Joseph_LePore_0001.jpg,2
test_images/all_lfw/Jeffrey_Jones_0001.jpg,2
test_images/all_lfw/Luiz_Inacio_Lula_da_Silva_0047.jpg,2
test_images/all_lfw/Jacques_Chirac_0030.jpg,2
test_images/all_lfw/Brooke_Adams_0001.jpg,2
test_images/all_lfw/Naomi_Watts_0005.jpg,2
test_images/all_lfw/James_Cunningham_0003.jpg,2
test_images/all_lfw/Amer_al-Saadi_0001.jpg,2
test_images/all_lfw/Tim_Chapman_0002.jpg,2
test_images/all_lfw/Tom_Craddick_0003.jpg,2
test_images/all_lfw/Anthony_Ervin_0001.jpg,2
test_images/all_lfw/Christine_Todd_Whitman_0002.jpg,1
test_images/all_lfw/Hu_Jintao_0004.jpg,1
test_images/all_lfw/Keanu_Reeves_0007.jpg,1
test_images/all_lfw/Patsy_Mink_0001.jpg,2
test_images/all_lfw/George_W_Bush_0226.jpg,2
test_images/all_lfw/Randy_Ferbey_0001.jpg,2
test_images/all_lfw/Cameron_Diaz_0005.jpg,1
test_images/all_lfw/George_W_Bush_0052.jpg,2
test_images/all_lfw/Will_Smith_0002.jpg,1
test_images/all_lfw/Stellan_Skarsgard_0001.jpg,2
test_images/all_lfw/Jean-Claude_Trichet_0002.jpg,2
test_images/all_lfw/Art_Howe_0004.jpg,2
test_images/all_lfw/George_Robertson_0004.jpg,2
test_images/all_lfw/Pete_Carroll_0003.jpg,2
test_images/all_lfw/Jennifer_Connelly_0004.jpg,2
test_images/all_lfw/Craig_Burley_0001.jpg,2
test_images/all_lfw/George_Pataki_0001.jpg,2
test_images/all_lfw/Cesar_Maia_0001.jpg,2
test_images/all_lfw/Fred_Swan_0001.jpg,2
test_images/all_lfw/Judi_Dench_0001.jpg,2
test_images/all_lfw/Gianni_Agnelli_0001.jpg,2
test_images/all_lfw/Mira_Sorvino_0001.jpg,1
